"game_half","posteam","qtr","down","time","yrdln","ydstogo","yards_gained","play_type","shotgun","no_huddle","pass_length","pass_location","run_location","run_gap","field_goal_result","kick_distance","extra_point_result","two_point_conv_result","timeout_team","td_team","posteam_timeouts_remaining","defteam_timeouts_remaining","half_seconds_remaining","game_seconds_remaining","return_yards","penalty_team","safety","fumble_lost","interception","sack","penalty_player_name","success","pass","rush","aborted_play","total_home_score","total_away_score","posteam_score","defteam_score","score_differential","personnel","opponent_personnel","pre-formation","post-formation","motion"
"Half2","ATL",3,1,"04:28","-30",10,9,"pass",1,0,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,3,3,1168,1168,0,NA,0,0,0,0,NA,1,1,0,0,10,9,9,10,-1,"11","4-2 Nickel","Pistol Trips","Pistol Ace","5 London"
"Half2","ATL",3,2,"03:55","-39",1,2,"run",0,0,NA,NA,"right","tackle",NA,NA,NA,NA,NA,NA,3,3,1135,1135,0,NA,0,0,0,0,NA,0,0,1,0,10,9,9,10,-1,"11","4-2 Nickel","Singleback Ace","","8 Pitts"
"Half2","ATL",3,1,"03:15","-41",10,0,"pass",0,0,"deep","right",NA,NA,NA,NA,NA,NA,NA,NA,3,3,1095,1095,0,NA,0,0,0,0,NA,0,1,0,0,10,9,9,10,-1,"11","5-2 Nickel","Singleback Trips","Singleback Ace","34 McCloud"
"Half2","ATL",3,2,"03:09","-41",10,-2,"pass",1,0,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,3,3,1089,1089,0,NA,0,0,0,0,NA,0,1,0,0,10,9,9,10,-1,"11","4-2 Nickel","Shotgun Bunch","Shotgun Split Back","1 Mooney"
"Half2","ATL",3,3,"02:43","-39",12,8,"pass",1,1,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,3,3,1063,1063,0,NA,0,0,0,0,NA,0,1,0,0,10,9,9,10,-1,"11","4-2 Nickel Cover 3","Shotgun Ace","",""
"Half2","ATL",3,4,"02:12","-47",4,12,"pass",1,1,"short","middle",NA,NA,NA,NA,NA,NA,NA,NA,3,3,1032,1032,0,NA,0,0,0,0,NA,1,1,0,0,10,9,9,10,-1,"11","4-2 Nickel","Shotgun Ace","",""
"Half2","ATL",3,1,"01:29","41",10,41,"pass",1,0,"deep","middle",NA,NA,NA,NA,NA,NA,NA,"ATL",3,3,989,989,0,NA,0,0,0,0,NA,1,1,0,0,10,15,9,10,-1,"11","5-2 Cover 0","Pistol Ace","",""
"Half2","ATL",3,NA,"01:21","2",0,0,"pass",0,0,NA,NA,NA,NA,NA,NA,NA,"failure",NA,NA,3,3,981,981,0,NA,0,0,0,0,NA,0,1,0,0,10,15,15,10,5,"11","4-4 Nickel","Shotgun Bunch","Shotgun Trips","5 London"
"Half2","PHI",3,NA,"01:21","-35",0,0,"kickoff",0,0,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,3,3,981,981,0,NA,0,0,0,0,NA,1,0,0,0,10,15,10,15,-5,"Kickoff","Kickoff Return","","",""
"Half2","PHI",3,1,"01:21","30",10,3,"run",1,0,NA,NA,"left","end",NA,NA,NA,NA,NA,NA,3,3,981,981,0,NA,0,0,0,0,NA,0,1,0,0,10,15,10,15,-5,"5-1 Nickel","12","Cover 4","Cover 3","88 Goedert"
"Half2","PHI",3,2,"00:47","33",7,0,"no_play",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,947,947,0,"0",0,0,0,0,"C.Jurgens",0,1,0,0,10,15,10,15,-5,"4-3 Nickel","11","Cover 2 Man","Cover 1 Man",""
"Half2","PHI",3,2,"00:23","28",12,8,"pass",1,1,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,3,3,923,923,0,NA,0,0,0,0,NA,1,1,0,0,10,15,10,15,-5,"4-3 Nickel","11","Cover 2 Man","",""
"Half2","PHI",4,3,"15:00","36",4,9,"pass",1,0,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,3,3,900,900,0,NA,0,0,0,0,NA,1,1,0,0,10,15,10,15,-5,"5-1 Nickel","11","Cover 1 Man","Cover 3","26 Barkley"
"Half2","PHI",4,1,"14:27","45",10,1,"pass",1,1,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,3,3,867,867,0,NA,0,0,0,0,NA,0,1,0,0,10,15,10,15,-5,"4-2 Nickel","11","Cover 2","",""
"Half2","PHI",4,2,"13:57","46",9,3,"pass",1,1,"short","middle",NA,NA,NA,NA,NA,NA,NA,NA,3,3,837,837,0,NA,0,0,0,0,NA,0,1,0,0,10,15,10,15,-5,"5-1 Nickel","11","Cover 4","Cover 6",""
"Half2","PHI",4,3,"13:13","49",6,5,"pass",1,1,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,3,3,793,793,0,NA,0,0,0,0,NA,0,1,0,0,10,15,10,15,-5,"5-1 Nickel","11","Cover 3","",""
"Half2","PHI",4,4,"12:29","-46",1,3,"run",0,0,NA,NA,"left","guard",NA,NA,NA,NA,NA,NA,3,3,749,749,0,NA,0,0,0,0,NA,1,0,1,0,10,15,10,15,-5,"5-3","12","Goal Line Gap 6","","88 Goedert"
"Half2","PHI",4,1,"11:51","-43",10,4,"run",1,0,NA,NA,"right","guard",NA,NA,NA,NA,NA,NA,3,3,711,711,0,NA,0,0,0,0,NA,0,0,1,0,10,15,10,15,-5,"4-3 Nickel","12","Cover 4","","81 Calcaterra"
"Half2","PHI",4,2,"11:13","-39",6,4,"pass",1,0,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,3,3,673,673,0,NA,0,0,0,0,NA,1,1,0,0,10,15,10,15,-5,"5-1 Nickel","11","Cover 4","Cover 2 Zone",""
"Half2","PHI",4,3,"10:31","-35",2,12,"run",1,0,NA,NA,"middle",NA,NA,NA,NA,NA,NA,NA,3,3,631,631,0,NA,0,0,0,0,NA,1,0,1,0,10,15,10,15,-5,"4-2 Nickel","11","Cover 6","","26 Barkley"
"Half2","PHI",4,1,"10:00","-23",10,9,"run",1,1,NA,NA,"middle",NA,NA,NA,NA,NA,NA,NA,3,3,600,600,0,NA,0,0,0,0,NA,1,0,1,0,10,15,10,15,-5,"4-3 Nickel","11","Cover 6","",""
"Half2","PHI",4,2,"09:36","-14",1,2,"run",1,1,NA,NA,"left","tackle",NA,NA,NA,NA,NA,NA,3,3,576,576,0,NA,0,0,0,0,NA,0,0,1,0,10,15,10,15,-5,"4-3 Nickel","11","Cover 1","",""
"Half2","PHI",4,1,"08:52","-12",10,4,"run",1,0,NA,NA,"left","end",NA,NA,NA,NA,NA,NA,3,3,532,532,0,"0",0,0,0,0,"J.Wilson",0,0,1,0,10,15,10,15,-5,"5-2 Nickel","11","Cover 6","","6 Smith"
"Half2","PHI",4,1,"08:30","-18",16,12,"run",1,0,NA,NA,"left","tackle",NA,NA,NA,NA,NA,NA,3,3,510,510,0,NA,0,0,0,0,NA,1,0,1,0,10,15,10,15,-5,"4-2 Nickel","11","Cover 2 Man","",""
"Half2","PHI",4,2,"07:51","-6",4,1,"run",1,1,NA,NA,"right","guard",NA,NA,NA,NA,NA,NA,3,3,471,471,0,NA,0,0,0,0,NA,0,0,1,0,10,15,10,15,-5,"5-2 Nickel","11","Cover 2 Man","",""
"Half2","PHI",4,3,"07:09","-5",3,4,"pass",0,0,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,3,3,429,429,0,NA,0,0,0,0,NA,1,1,0,0,10,15,10,15,-5,"5-2 Nickel","12","Cover 1 Man","","89 Wilson"
"Half2","PHI",4,1,"06:51","-1",1,1,"run",0,0,NA,NA,"middle",NA,NA,NA,NA,NA,NA,"PHI",3,3,411,411,0,NA,0,0,0,0,NA,1,0,1,0,16,15,10,15,-5,"6-5","12","Goal Line","",""
"Half2","PHI",4,NA,"06:47","-2",0,2,"run",0,0,NA,NA,NA,NA,NA,NA,NA,"success",NA,NA,3,3,407,407,0,NA,0,0,0,0,NA,1,0,1,0,18,15,16,15,1,"4-3 Nickel","11","Cover 1 Man","","18 Covey"
"Half2","ATL",4,NA,"06:47","35",0,0,"kickoff",0,0,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,3,3,407,407,0,NA,0,0,0,0,NA,1,0,0,0,18,15,15,18,-3,"Kickoff Return","Kickoff","","",""
"Half2","ATL",4,1,"06:47","-30",10,1,"run",1,0,NA,NA,"right","end",NA,NA,NA,NA,NA,NA,3,3,407,407,0,NA,0,0,0,0,NA,0,0,1,0,18,15,15,18,-3,"11","4-2 Nickel","Pistol Bunch","Pistol Trips","89 Woerner"
"Half2","ATL",4,2,"06:18","-31",9,0,"pass",0,0,"deep","left",NA,NA,NA,NA,NA,NA,NA,NA,3,3,378,378,0,NA,0,0,0,0,NA,0,1,0,0,18,15,15,18,-3,"11","4-2 Nickel Cover 2 Zone","Singleback Trips","Singleback Trips","1 Mooney"
"Half2","ATL",4,3,"06:12","-31",9,8,"pass",1,0,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,3,3,372,372,0,NA,0,0,0,0,NA,0,1,0,0,18,15,15,18,-3,"11","5-0 Nickel","Shotgun Ace","",""
"Half2","ATL",4,4,"05:42","-39",1,0,"run",0,1,NA,NA,"right","guard",NA,NA,NA,NA,NA,NA,3,3,342,342,0,NA,0,0,0,0,NA,0,0,1,0,18,15,15,18,-3,"11","4-2","Singleback Ace","Singleback Wing","5 London"
"Half2","PHI",4,1,"05:38","-39",10,3,"run",1,0,NA,NA,"right","guard",NA,NA,NA,NA,NA,NA,3,3,338,338,0,"0",0,0,0,0,"L.Dickerson",0,0,1,0,18,15,18,15,3,"5-2","12","Cover 2","","81 Calcaterra"
"Half2","PHI",4,1,"05:12","-46",17,-1,"run",1,0,NA,NA,"middle",NA,NA,NA,NA,NA,NA,NA,3,3,312,312,0,NA,0,0,0,0,NA,0,0,1,0,18,15,18,15,3,"5-2","12","Cover 3","","6 Smith"
"Half2","PHI",4,2,"04:29","-47",18,16,"pass",1,0,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,3,3,269,269,0,NA,0,0,0,0,NA,1,1,0,0,18,15,18,15,3,"5-2","12","Cover 2 Zone","Cover 2 Zone DB Blitz","81 Calcaterra"
"Half2","PHI",4,3,"03:40","-31",2,4,"pass",1,0,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,3,3,220,220,0,NA,0,0,0,0,NA,1,1,0,0,18,15,18,15,3,"5-2","11","Cover 4","","26 Barkley"
"Half2","PHI",4,1,"02:57","-27",10,0,"run",1,0,NA,NA,"left","guard",NA,NA,NA,NA,NA,NA,3,3,177,177,0,NA,0,0,0,0,NA,0,0,1,0,18,15,18,15,3,"5-2","12","Cover 4","","81 Calcaterra"
"Half2","PHI",4,2,"02:14","-27",10,9,"run",1,0,NA,NA,"left","guard",NA,NA,NA,NA,NA,NA,3,3,134,134,0,NA,0,0,0,0,NA,1,0,1,0,18,15,18,15,3,"5-2","12","Cover 4","",""
"Half2","PHI",4,3,"02:00","-18",1,1,"run",0,0,NA,NA,"middle",NA,NA,NA,NA,NA,NA,NA,3,3,120,120,0,NA,0,0,0,0,NA,1,0,1,0,18,15,18,15,3,"Goal Line","12","Tush Push Prevent","",""
"Half2","PHI",4,1,"01:56","-17",10,4,"run",1,0,NA,NA,"left","guard",NA,NA,NA,NA,NA,NA,3,2,116,116,0,NA,0,0,0,0,NA,0,0,1,0,18,15,18,15,3,"5-2","12","Cover 3","",""
"Half2","PHI",4,2,"01:51","-13",6,3,"run",1,0,NA,NA,"left","tackle",NA,NA,NA,NA,NA,NA,3,1,111,111,0,NA,0,0,0,0,NA,0,0,1,0,18,15,18,15,3,"5-5","13","Cover 0","","26 Barkley"
"Half2","PHI",4,3,"01:46","-10",3,0,"pass",0,0,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,2,0,106,106,0,NA,0,0,0,0,NA,0,1,0,0,18,15,18,15,3,"5-4","12","Cover 0","",""
"Half2","PHI",4,4,"01:42","-10",3,0,"field_goal",0,0,NA,NA,NA,NA,"made",28,NA,NA,NA,NA,2,0,102,102,0,NA,0,0,0,0,NA,1,0,0,0,21,15,18,15,3,"Field Goal Block","Field Goal Attempt","","",""
"Half2","ATL",4,NA,"01:39","35",0,0,"kickoff",0,0,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,0,2,99,99,0,NA,0,0,0,0,NA,1,0,0,0,21,15,15,21,-6,"Kickoff Return","Kickoff","","",""
"Half2","ATL",4,1,"01:39","-30",10,11,"pass",1,0,"short","middle",NA,NA,NA,NA,NA,NA,NA,NA,0,2,99,99,0,NA,0,0,0,0,NA,1,1,0,0,21,15,15,21,-6,"11","4-2 Nickel","Shotgun Ace","Shotgun Trips","8 Pitts"
"Half2","ATL",4,1,"01:20","-41",10,21,"pass",1,1,"deep","left",NA,NA,NA,NA,NA,NA,NA,NA,0,2,80,80,0,NA,0,0,0,0,NA,1,1,0,0,21,15,15,21,-6,"11","4-2 Nickel","Shotgun Ace","",""
"Half2","ATL",4,1,"00:56","38",10,26,"pass",1,1,"deep","left",NA,NA,NA,NA,NA,NA,NA,NA,0,2,56,56,0,NA,0,0,0,0,NA,1,1,0,0,21,15,15,21,-6,"11","4-2 Nickel","Shotgun Trips","",""
"Half2","ATL",4,1,"00:48","12",10,5,"pass",1,0,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,48,0,NA,0,0,0,0,NA,1,1,0,0,21,15,15,21,-6,"11","4-2 Nickel","Shotgun Ace","",""
"Half2","ATL",4,2,"00:43","7",5,0,"pass",1,0,"short","middle",NA,NA,NA,NA,NA,NA,NA,NA,0,2,43,43,0,NA,0,0,0,0,NA,0,1,0,0,21,15,15,21,-6,"11","4-2 Nickel","Shotgun Ace","",""
"Half2","ATL",4,3,"00:38","7",5,7,"pass",1,0,"short","right",NA,NA,NA,NA,NA,NA,NA,"ATL",0,2,38,38,0,"1",0,0,0,0,"D.London",1,1,0,0,21,21,15,21,-6,"11","4-2 Nickel","Shotgun Trips","","5 London"
"Half2","ATL",4,NA,"00:34","30",0,0,"extra_point",0,0,NA,NA,NA,NA,NA,48,"good",NA,NA,NA,0,2,34,34,0,NA,0,0,0,0,NA,1,0,0,0,21,22,21,21,0,"Field Goal","Field Goal Block","","",""
"Half2","PHI",4,NA,"00:34","-35",0,0,"kickoff",0,0,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,2,0,34,34,0,NA,0,0,0,0,NA,1,0,0,0,21,22,21,22,-1,"Kickoff","Kickoff Return","","",""
"Half2","PHI",4,1,"00:34","30",10,13,"pass",1,0,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,2,0,34,34,0,NA,0,0,0,0,NA,1,1,0,0,21,22,21,22,-1,"5-0 Dime","11","Cover 2 Man","Cover 2 Man Spy",""
"Half2","PHI",4,1,"00:27","43",10,0,"pass",1,0,"deep","left",NA,NA,NA,NA,NA,NA,NA,NA,1,0,27,27,0,NA,0,0,1,0,NA,0,1,0,0,21,22,21,22,-1,"5-0 Dime","11","Cover 2 Man","","88 Goedert"
"Half2","ATL",4,1,"00:19","-32",10,-1,"qb_kneel",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,19,19,0,NA,0,0,0,0,NA,0,0,0,0,21,22,22,21,1,"12","5-2","Victory","",""
"Half2","ATL",4,2,"00:18","-31",11,-1,"qb_kneel",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18,18,0,NA,0,0,0,0,NA,0,0,0,0,21,22,22,21,1,"12","5-2","Victory","",""
